,team,half,min,x_start,y_start,outcome,x_end,y_end,game_num
720,Belgium,2,63,74.3,64.0,Save,93.6,50.4,f24-4-2013-731822-eventdetails.xml
721,Belgium,2,64,76.5,28.0,Save,81.6,32.8,f24-4-2013-731822-eventdetails.xml
722,USA,2,70,75.9,34.0,Save,96.7,48.2,f24-4-2013-731822-eventdetails.xml
723,Belgium,2,70,87.6,35.8,Save,95.0,42.8,f24-4-2013-731822-eventdetails.xml
724,USA,2,73,72.6,51.2,Save,98.9,51.6,f24-4-2013-731822-eventdetails.xml
725,Belgium,2,75,87.6,62.6,Save,90.4,60.5,f24-4-2013-731822-eventdetails.xml
726,Belgium,2,78,86.6,64.0,Save,95.0,53.4,f24-4-2013-731822-eventdetails.xml
727,Belgium,2,82,89.7,32.5,Save,92.3,37.2,f24-4-2013-731822-eventdetails.xml
728,Belgium,2,84,77.7,51.9,Save,93.6,50.7,f24-4-2013-731822-eventdetails.xml
729,Belgium,2,89,89.3,55.2,Save,97.3,52.9,f24-4-2013-731822-eventdetails.xml
730,Belgium,3,95,85.0,56.1,Save,87.2,55.2,f24-4-2013-731822-eventdetails.xml
731,Belgium,3,96,89.4,70.2,Save,97.8,58.7,f24-4-2013-731822-eventdetails.xml
732,USA,3,99,78.1,41.2,Save,80.1,41.5,f24-4-2013-731822-eventdetails.xml
733,Belgium,3,100,89.2,68.2,Save,96.4,56.0,f24-4-2013-731822-eventdetails.xml
734,Belgium,3,103,87.3,32.8,Save,95.1,46.0,f24-4-2013-731822-eventdetails.xml
735,USA,3,104,72.6,42.7,Save,86.4,45.8,f24-4-2013-731822-eventdetails.xml
736,Belgium,4,110,91.5,61.2,Save,94.0,56.3,f24-4-2013-731822-eventdetails.xml
737,USA,4,112,75.9,34.0,Save,81.6,37.7,f24-4-2013-731822-eventdetails.xml
738,USA,4,113,91.7,53.0,Save,94.0,53.2,f24-4-2013-731822-eventdetails.xml
739,Colombia,1,10,79.6,29.7,Save,84.7,34.7,f24-4-2013-731823-eventdetails.xml
740,Brazil,1,19,91.5,66.8,Save,97.6,54.5,f24-4-2013-731823-eventdetails.xml
741,Brazil,1,19,77.2,42.1,Save,98.8,51.6,f24-4-2013-731823-eventdetails.xml
742,Brazil,1,19,71.8,53.4,Save,85.8,52.7,f24-4-2013-731823-eventdetails.xml
743,Brazil,1,27,92.6,66.8,Save,98.1,54.0,f24-4-2013-731823-eventdetails.xml
744,Colombia,1,29,72.6,60.3,Save,78.8,57.0,f24-4-2013-731823-eventdetails.xml
745,Colombia,1,36,81.7,44.5,Save,85.9,46.0,f24-4-2013-731823-eventdetails.xml
746,Colombia,2,61,88.2,56.0,Save,90.1,55.2,f24-4-2013-731823-eventdetails.xml
747,Colombia,2,74,79.1,71.8,Save,97.1,49.5,f24-4-2013-731823-eventdetails.xml
748,Colombia,2,88,77.4,59.6,Save,82.3,56.5,f24-4-2013-731823-eventdetails.xml
749,Germany,1,2,82.8,49.5,Save,85.6,49.1,f24-4-2013-731824-eventdetails.xml
750,Germany,1,29,92.6,45.2,Save,93.4,46.0,f24-4-2013-731824-eventdetails.xml
751,France,1,33,92.5,68.4,Save,98.0,54.3,f24-4-2013-731824-eventdetails.xml
752,France,1,33,95.8,51.3,Save,97.3,51.4,f24-4-2013-731824-eventdetails.xml
753,France,1,33,89.6,35.1,Save,91.4,36.3,f24-4-2013-731824-eventdetails.xml
754,Germany,1,40,88.0,54.2,Save,89.7,53.8,f24-4-2013-731824-eventdetails.xml
755,France,1,41,91.2,45.2,Save,93.4,46.4,f24-4-2013-731824-eventdetails.xml
756,France,1,43,85.9,68.0,Save,98.5,50.2,f24-4-2013-731824-eventdetails.xml
757,France,2,59,87.5,47.4,Save,98.4,46.6,f24-4-2013-731824-eventdetails.xml
758,Germany,2,72,89.7,25.4,Save,96.8,48.2,f24-4-2013-731824-eventdetails.xml
759,France,2,75,89.2,57.3,Save,91.0,56.5,f24-4-2013-731824-eventdetails.xml
760,France,2,76,96.0,67.8,Save,98.5,55.2,f24-4-2013-731824-eventdetails.xml
761,Germany,2,81,89.2,43.3,Save,97.3,48.4,f24-4-2013-731824-eventdetails.xml
762,Germany,2,87,87.4,44.9,Save,91.1,46.6,f24-4-2013-731824-eventdetails.xml
763,France,2,93,93.6,67.2,Save,98.6,53.2,f24-4-2013-731824-eventdetails.xml
764,Netherlands,1,20,89.1,61.5,Save,95.0,54.9,f24-4-2013-731825-eventdetails.xml
765,Netherlands,1,21,82.3,53.8,Save,96.9,50.2,f24-4-2013-731825-eventdetails.xml
766,Netherlands,1,28,90.5,69.0,Save,97.1,55.2,f24-4-2013-731825-eventdetails.xml
767,Netherlands,1,38,74.7,43.6,Save,98.4,51.4,f24-4-2013-731825-eventdetails.xml
768,Netherlands,2,83,93.7,29.5,Save,97.5,42.1,f24-4-2013-731825-eventdetails.xml
769,Netherlands,2,91,83.6,18.0,Save,98.9,46.6,f24-4-2013-731825-eventdetails.xml
770,Netherlands,2,92,93.0,34.2,Save,99.4,45.5,f24-4-2013-731825-eventdetails.xml
771,Netherlands,3,93,90.9,50.1,Save,98.4,51.8,f24-4-2013-731825-eventdetails.xml
772,Netherlands,3,101,85.6,34.5,Save,88.0,35.9,f24-4-2013-731825-eventdetails.xml
773,Netherlands,3,101,77.3,29.5,Save,81.4,32.7,f24-4-2013-731825-eventdetails.xml
774,Netherlands,3,102,79.5,29.7,Save,87.2,35.6,f24-4-2013-731825-eventdetails.xml
775,Netherlands,3,103,74.5,50.7,Save,75.6,50.7,f24-4-2013-731825-eventdetails.xml
776,Costa Rica,4,112,90.7,33.2,Save,91.4,34.1,f24-4-2013-731825-eventdetails.xml
777,Costa Rica,4,114,90.0,70.3,Save,91.1,68.6,f24-4-2013-731825-eventdetails.xml
778,Costa Rica,4,116,90.3,35.3,Save,97.7,44.8,f24-4-2013-731825-eventdetails.xml
779,Netherlands,4,116,87.4,31.2,Save,92.9,43.0,f24-4-2013-731825-eventdetails.xml
780,Netherlands,4,118,87.9,40.2,Save,90.8,43.0,f24-4-2013-731825-eventdetails.xml
781,Netherlands,4,120,77.4,33.8,Save,79.0,34.8,f24-4-2013-731825-eventdetails.xml
782,Costa Rica,5,121,88.5,50.1,Save,99.0,46.8,f24-4-2013-731825-eventdetails.xml
783,Costa Rica,5,126,88.5,50.0,Save,98.5,49.8,f24-4-2013-731825-eventdetails.xml
784,Argentina,1,3,81.0,25.8,Save,82.1,27.2,f24-4-2013-731826-eventdetails.xml
785,Argentina,1,5,71.9,43.1,Save,75.9,44.4,f24-4-2013-731826-eventdetails.xml
786,Argentina,1,12,84.3,71.2,Save,87.2,68.4,f24-4-2013-731826-eventdetails.xml
787,Belgium,1,25,72.8,46.3,Save,95.6,48.4,f24-4-2013-731826-eventdetails.xml
788,Argentina,1,27,84.8,35.7,Save,87.2,38.3,f24-4-2013-731826-eventdetails.xml
789,Argentina,2,50,88.0,70.7,Save,92.7,59.6,f24-4-2013-731826-eventdetails.xml
790,Belgium,2,73,69.4,54.8,Save,76.8,54.5,f24-4-2013-731826-eventdetails.xml
791,Belgium,2,76,73.4,41.0,Save,77.1,42.2,f24-4-2013-731826-eventdetails.xml
792,Belgium,2,84,79.5,36.6,Save,86.6,39.9,f24-4-2013-731826-eventdetails.xml
793,Argentina,2,93,82.8,48.2,Save,86.4,48.4,f24-4-2013-731826-eventdetails.xml
794,Germany,1,7,88.3,44.7,Save,92.0,45.7,f24-4-2013-731827-eventdetails.xml
795,Germany,1,20,80.3,34.5,Save,96.4,45.1,f24-4-2013-731827-eventdetails.xml
796,Germany,1,22,88.9,48.0,Save,95.2,48.0,f24-4-2013-731827-eventdetails.xml
797,Germany,1,31,81.2,47.0,Save,86.0,46.8,f24-4-2013-731827-eventdetails.xml
798,Brazil,1,41,88.2,68.8,Save,90.4,65.9,f24-4-2013-731827-eventdetails.xml
799,Brazil,2,46,88.1,66.7,Save,90.1,64.3,f24-4-2013-731827-eventdetails.xml
800,Brazil,2,50,76.4,25.3,Save,80.3,28.0,f24-4-2013-731827-eventdetails.xml
801,Brazil,2,51,90.0,43.1,Save,95.5,46.4,f24-4-2013-731827-eventdetails.xml
802,Brazil,2,52,74.6,42.3,Save,75.6,42.6,f24-4-2013-731827-eventdetails.xml
803,Brazil,2,52,89.9,65.8,Save,97.1,54.7,f24-4-2013-731827-eventdetails.xml
804,Brazil,2,52,94.6,63.9,Save,96.8,59.2,f24-4-2013-731827-eventdetails.xml
805,Brazil,2,58,78.9,48.5,Save,93.8,50.4,f24-4-2013-731827-eventdetails.xml
806,Germany,2,60,81.3,44.1,Save,97.3,51.8,f24-4-2013-731827-eventdetails.xml
807,Brazil,2,73,91.6,24.1,Save,98.9,45.8,f24-4-2013-731827-eventdetails.xml
808,Brazil,2,84,75.6,38.5,Save,99.0,47.1,f24-4-2013-731827-eventdetails.xml
809,Brazil,2,89,74.2,43.1,Save,82.1,46.8,f24-4-2013-731827-eventdetails.xml
810,Brazil,2,91,70.5,48.9,Save,97.8,48.6,f24-4-2013-731827-eventdetails.xml
811,Argentina,1,14,76.3,37.9,Save,98.6,49.1,f24-4-2013-731828-eventdetails.xml
812,Argentina,2,57,93.2,47.8,Save,93.7,48.0,f24-4-2013-731828-eventdetails.xml
813,Argentina,2,70,86.6,71.5,Save,87.9,68.8,f24-4-2013-731828-eventdetails.xml
814,Argentina,2,83,69.9,65.8,Save,96.7,50.9,f24-4-2013-731828-eventdetails.xml
815,Netherlands,2,90,95.3,59.1,Save,96.3,57.6,f24-4-2013-731828-eventdetails.xml
816,Netherlands,3,98,73.9,22.7,Save,97.3,46.2,f24-4-2013-731828-eventdetails.xml
817,Argentina,4,114,88.3,56.1,Save,92.1,53.2,f24-4-2013-731828-eventdetails.xml
818,Argentina,4,116,89.9,60.2,Save,98.5,54.2,f24-4-2013-731828-eventdetails.xml
819,Netherlands,4,119,85.2,46.0,Save,87.9,47.1,f24-4-2013-731828-eventdetails.xml
820,Netherlands,5,120,88.8,50.0,Save,99.4,48.7,f24-4-2013-731828-eventdetails.xml
821,Netherlands,5,123,88.6,50.0,Save,98.8,53.1,f24-4-2013-731828-eventdetails.xml
822,Brazil,1,20,75.1,52.4,Save,96.8,52.3,f24-4-2013-731829-eventdetails.xml
823,Brazil,1,22,77.6,35.7,Save,81.2,38.6,f24-4-2013-731829-eventdetails.xml
824,Brazil,1,36,72.3,34.2,Save,77.3,37.7,f24-4-2013-731829-eventdetails.xml
825,Netherlands,1,40,78.2,62.4,Save,95.4,49.5,f24-4-2013-731829-eventdetails.xml
826,Brazil,1,44,75.0,53.7,Save,87.9,54.2,f24-4-2013-731829-eventdetails.xml
827,Netherlands,2,49,89.4,67.9,Save,91.9,64.6,f24-4-2013-731829-eventdetails.xml
828,Brazil,2,62,73.8,49.7,Save,98.1,48.0,f24-4-2013-731829-eventdetails.xml
829,Germany,1,3,72.5,52.4,Save,84.2,52.7,f24-4-2013-731830-eventdetails.xml
830,Argentina,1,10,73.1,43.1,Save,76.8,44.2,f24-4-2013-731830-eventdetails.xml
831,Germany,1,42,81.3,53.4,Save,98.8,53.1,f24-4-2013-731830-eventdetails.xml
832,Germany,2,58,91.2,57.0,Save,98.8,54.2,f24-4-2013-731830-eventdetails.xml
833,Germany,2,90,71.7,50.7,Save,96.4,50,f24-4-2013-731830-eventdetails.xml
834,Germany,3,90,87.3,60.2,Save,99.1,53.8,f24-4-2013-731830-eventdetails.xml
835,Germany,3,90,86.4,45.8,Save,90.2,47.5,f24-4-2013-731830-eventdetails.xml
836,Brazil,1,10,6.1,49.1,Goal,100,47.8,f24-4-2013-731767-eventdetails.xml
837,Brazil,1,28,76.9,56.1,Goal,100,45.5,f24-4-2013-731767-eventdetails.xml
838,Brazil,2,70,88.5,50.0,Goal,100,54.0,f24-4-2013-731767-eventdetails.xml
839,Brazil,2,90,79.1,58.8,Goal,100,54.2,f24-4-2013-731767-eventdetails.xml
840,Spain,1,26,88.5,50.0,Goal,100,53.4,f24-4-2013-731769-eventdetails.xml
841,Netherlands,1,43,84.8,50.9,Goal,100,46.5,f24-4-2013-731769-eventdetails.xml
842,Netherlands,2,52,89.4,47.8,Goal,100,50.0,f24-4-2013-731769-eventdetails.xml
843,Netherlands,2,63,99.0,45.2,Goal,100,48.5,f24-4-2013-731769-eventdetails.xml
844,Netherlands,2,71,89.6,45.6,Goal,100,48.4,f24-4-2013-731769-eventdetails.xml
845,Netherlands,2,79,91.2,54.2,Goal,100,46.6,f24-4-2013-731769-eventdetails.xml
846,Uruguay,1,23,88.5,50.0,Goal,100,45.9,f24-4-2013-731773-eventdetails.xml
847,Costa Rica,2,53,89.4,59.0,Goal,100,48.9,f24-4-2013-731773-eventdetails.xml
848,Costa Rica,2,56,96.2,59.6,Goal,100,45.8,f24-4-2013-731773-eventdetails.xml
849,Costa Rica,2,83,93.9,30.3,Goal,100,52.1,f24-4-2013-731773-eventdetails.xml
850,Italy,1,34,74.6,42.7,Goal,100,54.5,f24-4-2013-731774-eventdetails.xml
851,England,1,36,96.0,45.0,Goal,100,46.5,f24-4-2013-731774-eventdetails.xml
852,Italy,2,49,96.7,56.4,Goal,100,53.6,f24-4-2013-731774-eventdetails.xml
853,Bosnia and Herzegovina,1,2,3.8,55.3,Goal,100,46.6,f24-4-2013-731777-eventdetails.xml
854,Argentina,2,64,82.5,51.5,Goal,100,53.6,f24-4-2013-731777-eventdetails.xml
855,Bosnia and Herzegovina,2,83,93.1,68.7,Goal,100,53.4,f24-4-2013-731777-eventdetails.xml
856,Germany,1,11,88.5,50.0,Goal,100,53.6,f24-4-2013-731779-eventdetails.xml
857,Germany,1,31,92.3,51.8,Goal,100,52.0,f24-4-2013-731779-eventdetails.xml
858,Germany,1,45,87.2,53.0,Goal,100,53.0,f24-4-2013-731779-eventdetails.xml
859,Germany,2,77,96.7,46.8,Goal,100,51.4,f24-4-2013-731779-eventdetails.xml
860,Algeria,1,24,88.5,50.0,Goal,100,48.5,f24-4-2013-731781-eventdetails.xml
861,Belgium,2,69,90.2,54.4,Goal,100,47.0,f24-4-2013-731781-eventdetails.xml
862,Belgium,2,79,88.0,33.2,Goal,100,46.5,f24-4-2013-731781-eventdetails.xml
863,Chile,1,19,92.4,49.9,Goal,100,53.1,f24-4-2013-731785-eventdetails.xml
864,Chile,1,42,86.9,43.1,Goal,100,46.9,f24-4-2013-731785-eventdetails.xml
865,Netherlands,1,19,90.3,63.9,Goal,100,48.5,f24-4-2013-731786-eventdetails.xml
866,Australia,1,20,88.2,64.9,Goal,100,50.5,f24-4-2013-731786-eventdetails.xml
867,Australia,2,53,88.5,50.0,Goal,100,53.6,f24-4-2013-731786-eventdetails.xml
868,Netherlands,2,57,88.8,61.5,Goal,100,51.7,f24-4-2013-731786-eventdetails.xml
869,Netherlands,2,67,70.9,55.5,Goal,100,45.9,f24-4-2013-731786-eventdetails.xml
870,Uruguay,1,38,93.0,45.7,Goal,100,54.3,f24-4-2013-731789-eventdetails.xml
871,England,2,74,96.7,53.4,Goal,100,52.1,f24-4-2013-731789-eventdetails.xml
872,Uruguay,2,84,91.7,32.2,Goal,100,49.6,f24-4-2013-731789-eventdetails.xml
873,Costa Rica,1,43,97.4,43.3,Goal,100,47.0,f24-4-2013-731790-eventdetails.xml
874,Argentina,2,90,73.3,28.3,Goal,100,54.4,f24-4-2013-731793-eventdetails.xml
875,Germany,2,50,93.6,54.0,Goal,100,53.2,f24-4-2013-731795-eventdetails.xml
876,Ghana,2,53,90.6,49.9,Goal,100,54.0,f24-4-2013-731795-eventdetails.xml
877,Ghana,2,62,89.7,38.0,Goal,100,53.8,f24-4-2013-731795-eventdetails.xml
878,Germany,2,70,97.1,47.0,Goal,100,45.9,f24-4-2013-731795-eventdetails.xml
879,Algeria,1,25,91.3,52.4,Goal,100,47.4,f24-4-2013-731798-eventdetails.xml
880,Algeria,1,27,95.4,51.3,Goal,100,52.5,f24-4-2013-731798-eventdetails.xml
881,Algeria,1,37,87.5,54.0,Goal,100,45.9,f24-4-2013-731798-eventdetails.xml
882,South Korea,2,49,92.6,63.9,Goal,100,51.8,f24-4-2013-731798-eventdetails.xml
883,Algeria,2,61,91.9,59.9,Goal,100,50.7,f24-4-2013-731798-eventdetails.xml
884,South Korea,2,71,96.7,50.6,Goal,100,47.9,f24-4-2013-731798-eventdetails.xml
885,Brazil,1,16,88.5,54.2,Goal,100,45.6,f24-4-2013-731799-eventdetails.xml
886,Cameroon,1,25,97.2,48.2,Goal,100,47.2,f24-4-2013-731799-eventdetails.xml
887,Brazil,1,33,84.8,54.3,Goal,100,50.7,f24-4-2013-731799-eventdetails.xml
888,Brazil,2,48,95.3,47.8,Goal,100,45.5,f24-4-2013-731799-eventdetails.xml
889,Brazil,2,83,88.9,61.4,Goal,100,46.2,f24-4-2013-731799-eventdetails.xml
890,Spain,1,35,94.9,46.4,Goal,100,50.1,f24-4-2013-731801-eventdetails.xml
891,Spain,2,68,91.2,66.0,Goal,100,46.5,f24-4-2013-731801-eventdetails.xml
892,Spain,2,81,96.4,36.7,Goal,100,51.2,f24-4-2013-731801-eventdetails.xml
893,Netherlands,2,76,92.9,52.6,Goal,100,45.8,f24-4-2013-731802-eventdetails.xml
894,Netherlands,2,91,95.5,48.0,Goal,100,46.0,f24-4-2013-731802-eventdetails.xml
895,Argentina,1,2,88.4,57.5,Goal,100,49.5,f24-4-2013-731809-eventdetails.xml
896,Nigeria,1,3,88.9,69.3,Goal,100,45.6,f24-4-2013-731809-eventdetails.xml
897,Argentina,1,45,72.7,38.6,Goal,100,46.0,f24-4-2013-731809-eventdetails.xml
898,Nigeria,2,46,87.5,57.9,Goal,100,53.0,f24-4-2013-731809-eventdetails.xml
899,Argentina,2,49,95.7,47.4,Goal,100,46.2,f24-4-2013-731809-eventdetails.xml
900,Germany,2,54,82.4,66.6,Goal,100,46.0,f24-4-2013-731811-eventdetails.xml
901,Russia,1,5,88.3,53.6,Goal,100,53.7,f24-4-2013-731814-eventdetails.xml
902,Algeria,2,59,95.2,46.4,Goal,100,46.3,f24-4-2013-731814-eventdetails.xml
903,Brazil,1,17,97.0,47.6,Goal,100,45.9,f24-4-2013-731815-eventdetails.xml
904,Chile,1,31,89.1,41.6,Goal,100,53.7,f24-4-2013-731815-eventdetails.xml
905,Brazil,5,120,88.6,50.0,Goal,100,53.6,f24-4-2013-731815-eventdetails.xml
906,Brazil,5,123,88.5,49.9,Goal,100,46.6,f24-4-2013-731815-eventdetails.xml
907,Chile,5,124,88.6,50.0,Goal,100,47.3,f24-4-2013-731815-eventdetails.xml
908,Chile,5,126,88.5,49.9,Goal,100,50.4,f24-4-2013-731815-eventdetails.xml
909,Brazil,5,126,88.5,50.0,Goal,100,53.7,f24-4-2013-731815-eventdetails.xml
910,Mexico,2,47,74.3,53.3,Goal,100,45.7,f24-4-2013-731817-eventdetails.xml
911,Netherlands,2,87,85.0,53.8,Goal,100,53.6,f24-4-2013-731817-eventdetails.xml
912,Netherlands,2,93,88.5,50.0,Goal,100,54.1,f24-4-2013-731817-eventdetails.xml
913,Costa Rica,2,51,81.2,53.4,Goal,100,45.9,f24-4-2013-731818-eventdetails.xml
914,Greece,2,90,91.7,49.1,Goal,100,47.1,f24-4-2013-731818-eventdetails.xml
915,Costa Rica,5,121,88.5,49.9,Goal,100,50.4,f24-4-2013-731818-eventdetails.xml
916,Greece,5,122,88.8,49.9,Goal,100,54.5,f24-4-2013-731818-eventdetails.xml
917,Costa Rica,5,123,88.5,49.9,Goal,100,48.1,f24-4-2013-731818-eventdetails.xml
918,Greece,5,123,88.5,50.0,Goal,100,46.3,f24-4-2013-731818-eventdetails.xml
919,Costa Rica,5,124,88.6,49.9,Goal,100,50.7,f24-4-2013-731818-eventdetails.xml
920,Greece,5,125,88.5,49.7,Goal,100,45.5,f24-4-2013-731818-eventdetails.xml
921,Costa Rica,5,126,88.5,50.0,Goal,100,52.1,f24-4-2013-731818-eventdetails.xml
922,Costa Rica,5,128,88.6,49.9,Goal,100,53.3,f24-4-2013-731818-eventdetails.xml
923,Germany,3,91,94.0,52.0,Goal,100,47.8,f24-4-2013-731820-eventdetails.xml
924,Germany,4,118,95.5,64.5,Goal,100,49.7,f24-4-2013-731820-eventdetails.xml
925,Algeria,4,120,95.6,56.1,Goal,100,46.3,f24-4-2013-731820-eventdetails.xml
926,Argentina,4,117,86.6,33.9,Goal,100,54.5,f24-4-2013-731821-eventdetails.xml
927,Belgium,3,92,92.9,35.1,Goal,100,53.7,f24-4-2013-731822-eventdetails.xml
928,Belgium,3,104,89.5,61.6,Goal,100,53.9,f24-4-2013-731822-eventdetails.xml
929,USA,4,106,89.0,50.9,Goal,100,45.6,f24-4-2013-731822-eventdetails.xml
930,Brazil,1,6,96.2,46.0,Goal,100,46.3,f24-4-2013-731823-eventdetails.xml
931,Brazil,2,67,70.4,54.4,Goal,100,45.9,f24-4-2013-731823-eventdetails.xml
932,Colombia,2,79,88.5,50.0,Goal,100,53.4,f24-4-2013-731823-eventdetails.xml
933,Germany,1,11,91.3,49.1,Goal,100,46.4,f24-4-2013-731824-eventdetails.xml
934,Costa Rica,5,120,88.4,50.1,Goal,100,46.8,f24-4-2013-731825-eventdetails.xml
935,Netherlands,5,121,88.3,50.1,Goal,100,45.5,f24-4-2013-731825-eventdetails.xml
936,Netherlands,5,122,88.5,50.0,Goal,100,53.4,f24-4-2013-731825-eventdetails.xml
937,Costa Rica,5,123,88.5,50.0,Goal,100,46.3,f24-4-2013-731825-eventdetails.xml
938,Netherlands,5,124,88.4,50.1,Goal,100,53.0,f24-4-2013-731825-eventdetails.xml
939,Costa Rica,5,125,88.5,50.1,Goal,100,54.1,f24-4-2013-731825-eventdetails.xml
940,Netherlands,5,125,88.4,50.0,Goal,100,54.5,f24-4-2013-731825-eventdetails.xml
941,Argentina,1,7,84.8,39.4,Goal,100,54.3,f24-4-2013-731826-eventdetails.xml
942,Germany,1,10,92.5,56.3,Goal,100,49.7,f24-4-2013-731827-eventdetails.xml
943,Germany,1,22,91.9,45.0,Goal,100,47.0,f24-4-2013-731827-eventdetails.xml
944,Germany,1,23,84.6,59.0,Goal,100,53.4,f24-4-2013-731827-eventdetails.xml
945,Germany,1,25,90.5,48.0,Goal,100,52.6,f24-4-2013-731827-eventdetails.xml
946,Germany,1,28,86.9,52.6,Goal,100,53.2,f24-4-2013-731827-eventdetails.xml
947,Germany,2,68,91.3,46.7,Goal,100,47.9,f24-4-2013-731827-eventdetails.xml
948,Germany,2,78,92.7,69.3,Goal,100,53.0,f24-4-2013-731827-eventdetails.xml
949,Brazil,2,89,87.3,52.2,Goal,100,52.1,f24-4-2013-731827-eventdetails.xml
950,Argentina,5,121,88.5,50.0,Goal,100,52.6,f24-4-2013-731828-eventdetails.xml
951,Netherlands,5,122,88.5,50.0,Goal,100,46.0,f24-4-2013-731828-eventdetails.xml
952,Argentina,5,122,88.5,50.0,Goal,100,49.0,f24-4-2013-731828-eventdetails.xml
953,Argentina,5,124,88.6,49.9,Goal,100,53.9,f24-4-2013-731828-eventdetails.xml
954,Netherlands,5,124,88.5,49.9,Goal,100,46.9,f24-4-2013-731828-eventdetails.xml
955,Argentina,5,125,88.5,49.9,Goal,100,51.5,f24-4-2013-731828-eventdetails.xml
956,Netherlands,1,2,88.5,50.0,Goal,100,45.6,f24-4-2013-731829-eventdetails.xml
957,Netherlands,1,15,88.5,51.8,Goal,100,46.6,f24-4-2013-731829-eventdetails.xml
958,Netherlands,2,90,91.0,44.3,Goal,100,45.9,f24-4-2013-731829-eventdetails.xml
959,Germany,4,112,96.4,60.2,Goal,100,46.1,f24-4-2013-731830-eventdetails.xml
